timestamp,open,high,low,close,volume
07/12/2022 19:00,139.02,139.048,138.911,138.96,1100
08/12/2022 8:00,139.219,139.303,139.116,139.187,828
08/12/2022 9:00,139.162,140.626,139.005,140.216,266400
08/12/2022 10:00,140.257,140.865,139.888,140.386,266596
08/12/2022 11:00,140.423,140.635,140.128,140.329,177371
08/12/2022 12:00,140.342,140.508,139.921,140.178,148408
08/12/2022 13:00,140.22,140.399,139.911,140.291,179110
08/12/2022 14:00,140.328,140.361,139.458,139.588,173478
08/12/2022 15:00,139.609,139.79,139.057,139.536,374809
08/12/2022 16:00,139.54,139.776,139.449,139.517,392657
09/12/2022 7:00,139.653,139.681,139.562,139.612,100
09/12/2022 8:00,139.615,140.046,139.524,139.574,980
09/12/2022 9:00,139.275,139.691,138.911,139.309,134093
09/12/2022 10:00,139.464,139.861,138.987,139.753,201543
09/12/2022 11:00,139.804,140.097,139.439,139.852,221174
09/12/2022 12:00,139.908,139.983,139.567,139.791,147449
09/12/2022 13:00,139.833,139.861,139.373,139.522,158678
09/12/2022 14:00,139.578,139.615,139.09,139.272,167006
09/12/2022 15:00,139.342,139.568,138.685,138.838,504481
09/12/2022 16:00,138.851,138.878,138.713,138.762,693412
09/12/2022 17:00,138.803,138.831,138.713,138.762,433
12/12/2022 5:00,138.879,138.926,138.788,138.856,1470
12/12/2022 8:00,139.039,139.067,138.713,138.989,33231
12/12/2022 9:00,139.143,140.04,138.675,138.937,427692
12/12/2022 10:00,139.006,139.322,138.659,139.158,266359
12/12/2022 11:00,139.172,139.549,138.932,139.225,174678
12/12/2022 12:00,139.275,139.615,139.09,139.522,153748
12/12/2022 13:00,139.559,139.823,139.326,139.61,175364
12/12/2022 14:00,139.653,139.936,139.251,139.838,257995
12/12/2022 15:00,139.889,140.918,139.789,140.829,679331
12/12/2022 16:00,140.89,140.918,139.751,140.65,708784
12/12/2022 17:00,140.711,140.739,140.364,140.423,3887
12/12/2022 19:00,140.673,140.72,140.506,140.556,500
13/12/2022 7:00,141.079,141.409,140.987,141.339,500
13/12/2022 8:00,141.069,142.987,140.978,142.491,19369
13/12/2022 9:00,142.58,144.696,141.827,144.039,901510
13/12/2022 10:00,144.11,144.205,142.619,143.439,951089
13/12/2022 11:00,143.496,143.827,143.006,143.241,698643
13/12/2022 12:00,143.288,143.398,141.497,141.835,529295
13/12/2022 13:00,141.872,142.382,141.742,142.056,314299
13/12/2022 14:00,142.088,142.76,141.747,142.113,329701
13/12/2022 15:00,142.136,142.93,141.591,142.16,1055350
13/12/2022 16:00,142.226,142.774,141.577,142.415,1318256
13/12/2022 17:00,141.938,141.967,141.827,141.877,375
14/12/2022 7:00,142.203,142.231,142.11,142.16,235
14/12/2022 8:00,142.174,142.203,142.016,142.066,361
14/12/2022 9:00,142.25,142.826,141.232,142.689,218386
14/12/2022 10:00,142.75,143.468,142.572,142.764,213355
14/12/2022 11:00,142.802,143.053,142.412,142.689,212606
14/12/2022 12:00,142.741,142.93,142.44,142.623,190149
14/12/2022 13:00,142.694,143.081,142.438,142.528,212583
14/12/2022 14:00,142.514,142.543,140.081,141.037,438747
14/12/2022 15:00,141.107,142.343,140.713,141.433,568023
14/12/2022 16:00,141.504,141.664,141.412,141.594,929453
14/12/2022 17:00,141.636,141.664,141.544,141.594,1200
14/12/2022 18:00,141.513,141.542,141.421,141.471,100
15/12/2022 7:00,140.881,140.909,140.789,140.839,118
15/12/2022 8:00,141.03,141.74,140.6,141.669,775
15/12/2022 9:00,140.305,140.701,138.364,138.554,290884
15/12/2022 10:00,138.563,138.671,137.349,137.922,473372
15/12/2022 11:00,137.954,138.057,136.071,136.232,433501
15/12/2022 12:00,136.292,136.579,134.806,135.014,499442
15/12/2022 13:00,135.064,135.337,133.834,134.382,585129
15/12/2022 14:00,134.422,134.798,133.598,134.552,572319
15/12/2022 15:00,134.564,135.068,133.759,134.391,1067005
15/12/2022 16:00,134.422,134.449,134.334,134.382,971592
15/12/2022 19:00,134.375,134.402,134.287,134.335,193
16/12/2022 4:00,134.092,134.118,133.513,133.561,484
16/12/2022 7:00,133.667,134.062,133.58,133.853,779
16/12/2022 8:00,133.716,134.128,133.268,133.315,2176
16/12/2022 9:00,133.912,134.029,132.919,133.33,1147199
16/12/2022 10:00,133.369,133.438,131.551,132.088,657774
16/12/2022 11:00,132.141,132.296,131.183,131.503,346355
16/12/2022 12:00,131.542,131.72,131.192,131.253,252900
16/12/2022 13:00,131.287,131.767,131.136,131.409,264580
16/12/2022 14:00,131.448,132.22,131.277,132.101,341711
16/12/2022 15:00,132.137,132.532,131.772,132.211,1016597
16/12/2022 16:00,132.345,132.371,131.919,132.041,3706504
16/12/2022 17:00,132.081,132.108,131.995,132.042,362
16/12/2022 18:00,132.184,132.371,132.098,132.305,4017
16/12/2022 19:00,132.25,132.277,132.164,132.211,155
19/12/2022 8:00,133.025,133.051,132.447,132.494,700
19/12/2022 9:00,132.76,132.787,131.758,131.918,301516
19/12/2022 10:00,131.962,132.211,130.824,131.097,295176
19/12/2022 11:00,131.155,131.2,129.777,130.2,459758
19/12/2022 12:00,130.253,130.586,130.06,130.356,322402
19/12/2022 13:00,130.395,130.553,129.461,129.813,329030
19/12/2022 14:00,129.842,130.138,129.531,129.738,243341
19/12/2022 15:00,129.757,131.172,129.536,131.05,944211
19/12/2022 16:00,131.127,131.153,130.787,130.833,885302
19/12/2022 17:00,130.9,130.926,130.739,130.786,2851
19/12/2022 18:00,131.051,131.125,130.749,130.795,1132
19/12/2022 19:00,131.136,131.162,131.051,131.097,100
20/12/2022 8:00,130.758,130.992,130.673,130.927,2105
20/12/2022 9:00,131.07,131.587,130.541,131.465,283185
20/12/2022 10:00,131.514,132.267,131.428,131.994,399903
20/12/2022 11:00,132.024,132.598,131.343,132.334,290811
20/12/2022 12:00,132.392,132.947,132.259,132.867,186611
20/12/2022 13:00,132.911,133.278,132.57,132.806,218371
20/12/2022 14:00,132.86,133.344,132.683,133.07,279814
20/12/2022 15:00,133.11,133.566,132.711,133.353,845370
20/12/2022 16:00,133.402,133.429,133.287,133.363,961234
20/12/2022 17:00,133.251,133.278,133.164,133.212,1140
20/12/2022 19:00,133.516,133.816,133.429,133.75,274
21/12/2022 8:00,134.092,134.408,133.919,134.146,934
21/12/2022 9:00,134.082,134.218,133.028,133.202,243371
21/12/2022 10:00,133.242,134.643,133.061,134.321,290968
21/12/2022 11:00,134.375,134.789,133.971,134.042,232681
21/12/2022 12:00,134.063,134.364,133.778,134.297,144342
21/12/2022 13:00,134.333,134.61,133.787,134.522,144153
21/12/2022 14:00,134.573,135.138,134.485,134.714,251644
21/12/2022 15:00,134.743,134.879,133.853,134.174,532837
21/12/2022 16:00,134.186,134.241,134.099,134.174,485282
21/12/2022 18:00,134.365,134.392,134.183,134.231,461
22/12/2022 7:00,134.214,134.241,134.127,134.174,199
22/12/2022 8:00,134.054,134.081,133.108,133.155,300
22/12/2022 9:00,134.007,134.033,131.56,131.739,325028
22/12/2022 10:00,131.778,132.452,131.324,132.013,259039
22/12/2022 11:00,132.033,132.352,131.617,132.286,198295
22/12/2022 12:00,132.335,132.598,131.324,131.607,209479
22/12/2022 13:00,131.637,131.663,130.805,131.456,189706
22/12/2022 14:00,131.537,132.211,131.419,132.126,158853
22/12/2022 15:00,132.156,133.108,131.947,132.994,440397
22/12/2022 16:00,133.025,133.155,132.938,133.089,616502
22/12/2022 17:00,132.685,132.929,132.551,132.862,3289
22/12/2022 19:00,132.826,132.853,132.74,132.787,500
23/12/2022 9:00,133.034,133.103,131.73,131.999,207572
23/12/2022 10:00,132.08,133.316,131.928,133.211,155820
23/12/2022 11:00,133.223,133.278,132.617,132.947,142209
23/12/2022 12:00,132.958,133.323,132.693,132.976,131580
23/12/2022 13:00,133.034,133.448,132.947,133.221,80665
23/12/2022 14:00,133.232,133.788,133.061,133.717,117859
23/12/2022 15:00,133.752,133.974,133.32,133.721,323780
23/12/2022 16:00,133.752,133.778,133.664,133.712,360381
27/12/2022 8:00,134.309,134.336,133.749,133.797,289
27/12/2022 9:00,133.827,134.071,133.41,133.589,136594
27/12/2022 10:00,133.572,134.553,133.268,134.033,162190
27/12/2022 11:00,134.054,134.789,133.962,134.481,158349
27/12/2022 12:00,134.535,134.657,134.041,134.415,112684
27/12/2022 13:00,134.46,134.78,134.298,134.543,303175
27/12/2022 14:00,134.545,134.695,133.978,134.25,125241
27/12/2022 15:00,134.318,134.61,134.085,134.439,359441
27/12/2022 16:00,134.479,134.506,134.231,134.363,524864
27/12/2022 17:00,134.705,134.751,134.618,134.684,561
28/12/2022 8:00,133.959,134.524,133.872,134.457,599
28/12/2022 9:00,134.488,134.874,134.051,134.288,124217
28/12/2022 10:00,134.328,134.6,133.627,133.688,214406
28/12/2022 11:00,133.714,133.835,132.957,133.07,169193
28/12/2022 12:00,133.081,133.231,132.626,133.06,146861
28/12/2022 13:00,133.063,133.401,132.749,132.815,93903
28/12/2022 14:00,132.845,132.985,132.457,132.688,153442
28/12/2022 15:00,132.722,132.787,132.06,132.154,419698
28/12/2022 16:00,132.213,132.239,131.626,132.164,509812
28/12/2022 17:00,132.458,132.504,132.117,132.249,12742
28/12/2022 18:00,132.477,132.504,132.391,132.437,100
29/12/2022 8:00,132.213,132.692,132.126,132.626,1661
29/12/2022 9:00,132.694,134.156,132.532,134.089,126333
29/12/2022 10:00,134.139,134.355,133.532,133.731,190938
29/12/2022 11:00,133.78,133.92,133.212,133.816,145047
29/12/2022 12:00,133.865,133.948,133.315,133.617,135338
29/12/2022 13:00,133.648,133.675,133.23,133.523,115035
29/12/2022 14:00,133.582,133.76,133.287,133.389,112807
29/12/2022 15:00,133.412,133.561,132.957,133.127,475435
29/12/2022 16:00,133.195,133.391,133.108,133.155,397217
29/12/2022 17:00,133.185,133.221,133.07,133.145,1296
29/12/2022 18:00,133.138,133.165,133.051,133.098,500
29/12/2022 19:00,133.138,133.165,133.051,133.098,400
30/12/2022 8:00,132.892,132.957,132.74,132.796,739
30/12/2022 9:00,132.713,133.004,132.18,132.56,129606
30/12/2022 10:00,132.571,132.929,132.315,132.423,182763
30/12/2022 11:00,132.458,132.697,132.089,132.56,171869
30/12/2022 12:00,132.609,132.74,132.296,132.456,144353
30/12/2022 13:00,132.524,132.603,131.659,132.079,178877
30/12/2022 14:00,132.128,132.22,131.588,131.645,179107
30/12/2022 15:00,131.693,133.07,131.598,132.994,494494
30/12/2022 16:00,133.034,133.353,132.947,132.994,678937
30/12/2022 17:00,133.61,133.637,133.523,133.57,300
03/01/2023 4:00,133.638,133.807,133.551,133.74,200
03/01/2023 5:00,133.846,133.873,133.759,133.806,200
03/01/2023 7:00,133.374,133.401,133.287,133.334,200
03/01/2023 8:00,133.374,133.41,133.287,133.344,603
03/01/2023 9:00,133.383,134.015,132.702,133.127,315708
03/01/2023 10:00,133.195,133.703,132.815,133.532,209217
03/01/2023 11:00,133.582,133.807,132.579,132.758,247996
03/01/2023 12:00,132.798,133.372,132.711,133.108,182174
03/01/2023 13:00,133.128,133.363,132.843,133.202,168603
03/01/2023 14:00,133.251,133.476,132.56,133.259,164498
03/01/2023 15:00,133.28,133.788,133.183,133.589,484338
03/01/2023 16:00,133.648,133.684,133.561,133.617,640143
03/01/2023 19:00,133.714,133.741,133.627,133.674,100
04/01/2023 5:00,134.007,134.033,133.919,133.967,100
04/01/2023 7:00,133.969,134.015,133.881,133.929,1200
04/01/2023 8:00,133.752,134.109,133.664,133.948,712
04/01/2023 9:00,134.148,134.468,133.872,134.335,267959
04/01/2023 10:00,134.365,134.562,133.398,134.401,266667
04/01/2023 11:00,134.441,135.214,134.136,135.109,298251
04/01/2023 12:00,135.163,135.634,135.023,135.232,220061
04/01/2023 13:00,135.262,135.467,134.835,135.005,183764
04/01/2023 14:00,135.026,135.441,133.57,134.24,267116
04/01/2023 15:00,134.28,134.751,133.702,134.58,523385
04/01/2023 16:00,134.649,134.676,134.117,134.165,586984
04/01/2023 17:00,134.63,134.657,134.542,134.59,537
05/01/2023 8:00,134.46,134.487,134.278,134.325,235
05/01/2023 9:00,134.224,134.579,132.655,133.032,235369
05/01/2023 10:00,133.043,133.165,132.117,132.688,206795
05/01/2023 11:00,132.722,133.297,132.258,133.09,224529
05/01/2023 12:00,133.124,133.495,132.928,133.212,144066
05/01/2023 13:00,133.223,133.796,132.891,133.551,115065
05/01/2023 14:00,133.615,133.967,133.372,133.646,144047
05/01/2023 15:00,133.648,133.689,133.042,133.202,446996
05/01/2023 16:00,133.242,133.268,133.155,133.202,527931
05/01/2023 17:00,133.525,133.552,133.438,133.485,151
05/01/2023 19:00,133.516,133.542,133.429,133.476,278
06/01/2023 8:00,133.78,134.449,133.693,134.316,2169
06/01/2023 9:00,134.356,135.006,133.598,133.986,194548
06/01/2023 10:00,134.082,135.469,133.966,135.354,299641
06/01/2023 11:00,135.442,135.96,135.297,135.666,169003
06/01/2023 12:00,135.725,135.781,135.108,135.298,124947
06/01/2023 13:00,135.366,135.648,135.221,135.463,126876
06/01/2023 14:00,135.517,136.102,135.429,135.94,176455
06/01/2023 15:00,135.989,136.234,135.41,135.647,661579
06/01/2023 16:00,135.687,135.762,135.552,135.6,947924
06/01/2023 18:00,135.687,135.715,135.599,135.647,150
09/01/2023 7:00,136.207,136.234,136.118,136.166,272
09/01/2023 8:00,136.254,136.281,135.806,136.194,1863
09/01/2023 9:00,135.971,136.328,135.316,135.949,278265
09/01/2023 10:00,136.008,137.046,135.797,136.78,334791
09/01/2023 11:00,136.83,137.386,136.656,137.261,321515
09/01/2023 12:00,137.278,137.32,136.505,136.909,218798
09/01/2023 13:00,136.943,137.103,135.967,136.147,196292
09/01/2023 14:00,136.197,136.338,135.552,135.647,237218
09/01/2023 15:00,135.678,136.007,135.429,135.515,477151
09/01/2023 16:00,135.546,136.083,135.41,135.553,776096
09/01/2023 17:00,135.168,135.299,135.08,135.232,646
10/01/2023 8:00,135.026,135.053,134.938,134.986,111
10/01/2023 9:00,135.593,136.338,135.174,136.081,229591
10/01/2023 10:00,136.15,136.218,134.844,135.534,181495
10/01/2023 11:00,135.621,135.771,135.141,135.392,146109
10/01/2023 12:00,135.442,136.092,135.083,135.987,102624
10/01/2023 13:00,136.037,136.319,135.873,136.109,87473
10/01/2023 14:00,136.15,136.369,135.863,135.968,98967
10/01/2023 15:00,136.041,136.801,135.703,136.685,333646
10/01/2023 16:00,136.726,136.791,136.637,136.723,318059
11/01/2023 8:00,137.198,137.226,137.109,137.157,100
11/01/2023 9:00,137.189,137.443,136.061,136.166,259910
11/01/2023 10:00,136.226,136.489,135.363,135.622,224133
11/01/2023 11:00,135.668,136.574,135.561,136.374,138229
11/01/2023 12:00,136.414,136.895,136.325,136.723,129971
11/01/2023 13:00,136.768,137.358,136.637,136.865,198259
11/01/2023 14:00,136.911,136.971,136.448,136.619,192799
11/01/2023 15:00,136.669,137.263,136.392,137.082,510192
11/01/2023 16:00,137.16,137.525,137.014,137.456,711698
12/01/2023 8:00,137.16,137.415,135.127,137.167,7670
12/01/2023 9:00,137.406,137.433,136.373,137.204,195824
12/01/2023 10:00,137.17,138.142,137.057,137.591,246629
12/01/2023 11:00,137.632,138.01,137.199,137.78,227733
12/01/2023 12:00,137.807,138.435,137.635,138.252,173492
12/01/2023 13:00,138.293,138.482,137.694,138.367,205607
12/01/2023 14:00,138.445,138.51,137.533,137.706,147332
12/01/2023 15:00,137.746,137.887,137.118,137.393,411030
12/01/2023 16:00,137.434,137.462,137.297,137.346,350334
12/01/2023 17:00,137.661,137.688,137.345,137.393,850
13/01/2023 7:00,137.075,137.103,136.354,136.402,1511
13/01/2023 8:00,136.443,136.47,136.354,136.402,400
13/01/2023 9:00,136.707,136.886,135.891,136.732,246003
13/01/2023 10:00,136.754,137.235,136.618,136.95,183709
13/01/2023 11:00,136.99,137.367,136.769,137.195,132405
13/01/2023 12:00,137.217,137.59,137.061,137.387,126271
13/01/2023 13:00,137.434,137.83,137.26,137.629,88018
13/01/2023 14:00,137.68,137.811,137.373,137.573,122869
13/01/2023 15:00,137.614,137.981,137.491,137.695,429099
13/01/2023 16:00,137.755,137.783,137.392,137.44,414874
17/01/2023 6:00,138.02,138.047,137.93,137.979,1123
17/01/2023 7:00,137.887,138.18,137.769,138.101,2607
17/01/2023 8:00,138.161,138.69,137.798,138.148,3927
17/01/2023 9:00,138.426,138.935,137.986,138.46,262307
17/01/2023 10:00,138.473,139.001,137.769,137.889,215534
17/01/2023 11:00,137.953,137.981,137.238,137.658,283983
17/01/2023 12:00,137.717,137.821,137.061,137.157,167246
17/01/2023 13:00,137.198,137.509,137.099,137.384,115535
17/01/2023 14:00,137.429,137.585,137.043,137.308,171336
17/01/2023 15:00,137.368,137.462,136.835,137.072,459063
17/01/2023 16:00,137.094,138.359,137.005,137.327,485964
17/01/2023 18:00,137.009,137.056,136.92,136.987,200
18/01/2023 4:00,135.498,135.526,134.476,134.524,3597
18/01/2023 5:00,134.554,134.685,134.467,134.514,997
18/01/2023 6:00,134.554,134.685,133.797,134.042,3971
18/01/2023 7:00,134.526,134.647,134.372,134.58,3487
18/01/2023 8:00,134.554,135.384,134.146,134.986,25550
18/01/2023 9:00,135.045,136.638,134.938,135.26,798631
18/01/2023 10:00,135.3,135.658,134.886,135.534,558722
18/01/2023 11:00,135.546,135.988,133.4,133.532,562786
18/01/2023 12:00,133.572,133.627,132.631,132.928,398865
18/01/2023 13:00,132.977,133.533,132.579,133.32,368706
18/01/2023 14:00,133.369,133.863,133.174,133.334,270435
18/01/2023 15:00,133.364,133.637,132.32,132.494,999766
18/01/2023 16:00,132.581,132.607,132.202,132.277,802738
18/01/2023 17:00,132.401,132.428,132.306,132.353,400
18/01/2023 18:00,132.581,132.607,132.296,132.343,1075
19/01/2023 6:00,132.326,132.371,132.24,132.305,1190
19/01/2023 7:00,132.326,132.352,132.126,132.173,700
19/01/2023 8:00,132.241,132.267,131.655,131.89,1302
19/01/2023 9:00,132.949,133.873,131.872,133.155,407632
19/01/2023 10:00,133.176,133.457,132.664,132.886,295499
19/01/2023 11:00,132.892,133.656,132.787,133.212,253938
19/01/2023 12:00,133.232,133.816,133.127,133.532,166096
19/01/2023 13:00,133.591,134.033,133.495,133.721,165711
19/01/2023 14:00,133.771,134.326,133.495,133.976,186154
19/01/2023 15:00,134.025,134.062,132.655,132.721,862994
19/01/2023 16:00,132.779,133.013,132.581,132.815,848333
19/01/2023 17:00,132.977,133.004,132.428,132.909,3513
19/01/2023 18:00,132.807,132.834,132.674,132.74,1194
19/01/2023 19:00,132.873,132.9,132.787,132.834,100
20/01/2023 8:00,132.307,133.07,132.221,132.862,2074
20/01/2023 9:00,133.091,133.996,132.589,132.664,666068
20/01/2023 10:00,132.722,133.722,132.589,133.287,266474
20/01/2023 11:00,133.346,133.722,133.164,133.24,190831
20/01/2023 12:00,133.266,133.344,132.81,132.914,187334
20/01/2023 13:00,132.958,133.278,132.608,132.914,392717
20/01/2023 14:00,132.958,133.179,132.73,133.051,497903
20/01/2023 15:00,133.1,133.438,132.952,133.287,1075667
20/01/2023 16:00,133.327,133.618,133.24,133.381,765611
20/01/2023 18:00,133.327,133.542,133.24,133.476,41360
20/01/2023 19:00,133.516,133.542,133.429,133.476,250
23/01/2023 6:00,133.704,133.731,133.617,133.665,261
23/01/2023 7:00,133.563,133.59,133.476,133.523,100
23/01/2023 8:00,133.516,133.929,133.344,133.495,3594
23/01/2023 9:00,133.752,133.953,133.259,133.537,447253
23/01/2023 10:00,133.586,133.901,133.108,133.372,885833
23/01/2023 11:00,133.412,135.039,133.273,134.439,557558
23/01/2023 12:00,134.479,134.534,133.768,133.938,306738
23/01/2023 13:00,133.974,134.85,133.853,134.627,309469
23/01/2023 14:00,134.672,134.754,133.504,133.66,323653
23/01/2023 15:00,133.714,134.09,133.575,133.91,750994
23/01/2023 16:00,133.95,133.977,133.863,133.91,565630
23/01/2023 17:00,133.893,134.109,133.806,134.042,420
23/01/2023 19:00,133.95,133.977,133.863,133.91,500
24/01/2023 6:00,133.742,134.109,133.655,133.948,980
24/01/2023 7:00,133.931,133.958,133.768,133.816,200
24/01/2023 9:00,133.421,134.44,132.107,133.419,278664
24/01/2023 10:00,133.487,134.817,133.372,134.646,446082
24/01/2023 11:00,134.715,134.742,133.749,133.882,371686
24/01/2023 12:00,133.912,133.939,133.353,133.561,216920
24/01/2023 13:00,133.591,134.043,133.41,133.674,326169
24/01/2023 14:00,133.695,133.944,133.296,133.858,244251
24/01/2023 15:00,133.912,134.015,133.245,133.561,698018
24/01/2023 16:00,133.601,134.968,133.513,133.853,458912
24/01/2023 17:00,133.903,134.109,133.806,133.853,1982
24/01/2023 18:00,133.893,133.92,133.504,133.551,1368
24/01/2023 19:00,133.346,133.58,133.098,133.514,953
25/01/2023 4:00,133.629,133.656,133.542,133.589,100
25/01/2023 7:00,133.374,133.42,133.079,133.127,400
25/01/2023 8:00,133.138,133.429,132.335,133.069,3582
25/01/2023 9:00,133.015,133.042,131.73,132.06,312448
25/01/2023 10:00,132.052,132.522,131.504,131.876,559120
25/01/2023 11:00,131.887,132.73,131.607,132.48,564356
25/01/2023 12:00,132.524,132.589,131.806,132.098,547482
25/01/2023 13:00,132.14,132.951,131.952,132.787,446431
25/01/2023 14:00,132.826,133.122,132.475,132.909,460252
25/01/2023 15:00,132.949,133.193,132.504,132.853,1664014
25/01/2023 16:00,132.911,136.47,129.295,129.558,853276
25/01/2023 17:00,129.606,132.938,129.38,129.789,121957
25/01/2023 18:00,129.833,130.331,129.748,130.266,40720
25/01/2023 19:00,130.305,130.331,129.871,130.247,20954
26/01/2023 4:00,130.598,131.266,129.928,130.163,30579
26/01/2023 5:00,130.305,130.331,130.201,130.247,300
26/01/2023 6:00,130.277,130.312,129.918,130.078,2410
26/01/2023 7:00,130.286,130.331,129.522,129.813,15714
26/01/2023 8:00,129.833,130.341,128.946,129.936,72704
26/01/2023 9:00,130.008,130.804,126.87,127.943,2803925
26/01/2023 10:00,128.001,128.82,126.172,126.401,2331405
26/01/2023 11:00,126.434,127.016,125.483,126.491,1904330
26/01/2023 12:00,126.538,127.082,125.596,125.877,935692
26/01/2023 13:00,125.905,127.451,125.776,127.18,1196407
26/01/2023 14:00,127.208,128.017,126.663,127.425,1259134
26/01/2023 15:00,127.449,127.98,126.625,126.915,2263086
26/01/2023 16:00,126.953,127.045,126.578,126.708,753664
26/01/2023 17:00,126.736,126.979,126.578,126.623,3598
26/01/2023 18:00,126.642,126.78,126.474,126.557,2455
26/01/2023 19:00,126.538,126.761,126.455,126.679,4435
27/01/2023 6:00,127.142,127.262,127.05,127.199,900
27/01/2023 7:00,127.095,127.309,126.823,127.01,5354
27/01/2023 8:00,127.048,127.082,126.455,127.019,12294
27/01/2023 9:00,127.048,127.668,126.427,127.024,901573
27/01/2023 10:00,127.048,127.498,126.229,126.845,1463926
27/01/2023 11:00,126.859,127.262,126.408,127.01,489534
27/01/2023 12:00,127.033,127.959,126.691,127.793,557182
27/01/2023 13:00,127.812,127.904,127.418,127.576,388770
27/01/2023 14:00,127.614,127.81,127.295,127.463,433475
27/01/2023 15:00,127.51,127.677,126.734,126.849,1038487
27/01/2023 16:00,126.896,127.224,126.804,127.114,739317
27/01/2023 17:00,127.01,127.035,126.87,126.915,1250
27/01/2023 18:00,126.906,126.931,126.823,126.868,302
27/01/2023 19:00,126.915,127.035,126.833,126.963,1218
30/01/2023 4:00,126.528,126.554,126.351,126.396,469
30/01/2023 5:00,126.245,126.27,126.021,126.066,1816
30/01/2023 6:00,126.245,126.27,126.163,126.207,100
30/01/2023 7:00,126.528,126.554,126.436,126.491,1419
30/01/2023 8:00,126.245,126.648,126.163,126.339,6671
30/01/2023 9:00,126.481,127.838,126.389,127.595,369218
30/01/2023 10:00,127.661,128.546,127.373,127.888,644313
30/01/2023 11:00,127.926,128.084,126.918,127.633,380291
30/01/2023 12:00,127.661,127.751,127.342,127.538,192302
30/01/2023 13:00,127.567,127.981,127.368,127.836,208163
30/01/2023 14:00,127.897,127.98,127.257,127.548,237880
30/01/2023 15:00,127.595,127.838,127.276,127.765,1227179
30/01/2023 16:00,127.756,127.951,127.597,127.737,657006
30/01/2023 18:00,128.266,128.291,127.729,127.774,855
30/01/2023 19:00,127.812,127.866,127.729,127.784,500
31/01/2023 8:00,127.822,128.187,127.738,128.123,300
31/01/2023 9:00,127.9,128.112,126.918,127,303339
31/01/2023 10:00,127.01,127.451,126.597,127.114,395232
31/01/2023 11:00,127.17,127.427,126.399,126.48,599174
31/01/2023 12:00,126.519,126.61,126.266,126.443,331262
